,survived,pclass,sex,age,sibsp,parch,fare,class,embark_town,alive
594,0,2,male,37.0,1,0,26.0,Second,Southampton,No
595,0,3,male,36.0,1,1,24.15,Third,Southampton,No
596,1,2,female,,0,0,33.0,Second,Southampton,Yes
597,0,3,male,49.0,0,0,0.0,Third,Southampton,No
598,0,3,male,,0,0,7.225,Third,Cherbourg,No
599,1,1,male,49.0,1,0,56.9292,First,Cherbourg,Yes
600,1,2,female,24.0,2,1,27.0,Second,Southampton,Yes
601,0,3,male,,0,0,7.8958,Third,Southampton,No
602,0,1,male,,0,0,42.4,First,Southampton,No
603,0,3,male,44.0,0,0,8.05,Third,Southampton,No
604,1,1,male,35.0,0,0,26.55,First,Cherbourg,Yes
605,0,3,male,36.0,1,0,15.55,Third,Southampton,No
606,0,3,male,30.0,0,0,7.8958,Third,Southampton,No
607,1,1,male,27.0,0,0,30.5,First,Southampton,Yes
608,1,2,female,22.0,1,2,41.5792,Second,Cherbourg,Yes
609,1,1,female,40.0,0,0,153.4625,First,Southampton,Yes
610,0,3,female,39.0,1,5,31.275,Third,Southampton,No
611,0,3,male,,0,0,7.05,Third,Southampton,No
612,1,3,female,,1,0,15.5,Third,Queensland,Yes
613,0,3,male,,0,0,7.75,Third,Queensland,No
614,0,3,male,35.0,0,0,8.05,Third,Southampton,No
615,1,2,female,24.0,1,2,65.0,Second,Southampton,Yes
616,0,3,male,34.0,1,1,14.4,Third,Southampton,No
617,0,3,female,26.0,1,0,16.1,Third,Southampton,No
618,1,2,female,4.0,2,1,39.0,Second,Southampton,Yes
619,0,2,male,26.0,0,0,10.5,Second,Southampton,No
620,0,3,male,27.0,1,0,14.4542,Third,Cherbourg,No
621,1,1,male,42.0,1,0,52.5542,First,Southampton,Yes
622,1,3,male,20.0,1,1,15.7417,Third,Cherbourg,Yes
623,0,3,male,21.0,0,0,7.8542,Third,Southampton,No
624,0,3,male,21.0,0,0,16.1,Third,Southampton,No
625,0,1,male,61.0,0,0,32.3208,First,Southampton,No
626,0,2,male,57.0,0,0,12.35,Second,Queensland,No
627,1,1,female,21.0,0,0,77.9583,First,Southampton,Yes
628,0,3,male,26.0,0,0,7.8958,Third,Southampton,No
629,0,3,male,,0,0,7.7333,Third,Queensland,No
630,1,1,male,80.0,0,0,30.0,First,Southampton,Yes
631,0,3,male,51.0,0,0,7.0542,Third,Southampton,No
632,1,1,male,32.0,0,0,30.5,First,Cherbourg,Yes
633,0,1,male,,0,0,0.0,First,Southampton,No
634,0,3,female,9.0,3,2,27.9,Third,Southampton,No
635,1,2,female,28.0,0,0,13.0,Second,Southampton,Yes
636,0,3,male,32.0,0,0,7.925,Third,Southampton,No
637,0,2,male,31.0,1,1,26.25,Second,Southampton,No
638,0,3,female,41.0,0,5,39.6875,Third,Southampton,No
639,0,3,male,,1,0,16.1,Third,Southampton,No
640,0,3,male,20.0,0,0,7.8542,Third,Southampton,No
641,1,1,female,24.0,0,0,69.3,First,Cherbourg,Yes
642,0,3,female,2.0,3,2,27.9,Third,Southampton,No
643,1,3,male,,0,0,56.4958,Third,Southampton,Yes
644,1,3,female,0.75,2,1,19.2583,Third,Cherbourg,Yes
645,1,1,male,48.0,1,0,76.7292,First,Cherbourg,Yes
646,0,3,male,19.0,0,0,7.8958,Third,Southampton,No
647,1,1,male,56.0,0,0,35.5,First,Cherbourg,Yes
648,0,3,male,,0,0,7.55,Third,Southampton,No
649,1,3,female,23.0,0,0,7.55,Third,Southampton,Yes
650,0,3,male,,0,0,7.8958,Third,Southampton,No
651,1,2,female,18.0,0,1,23.0,Second,Southampton,Yes
652,0,3,male,21.0,0,0,8.4333,Third,Southampton,No
653,1,3,female,,0,0,7.8292,Third,Queensland,Yes
654,0,3,female,18.0,0,0,6.75,Third,Queensland,No
655,0,2,male,24.0,2,0,73.5,Second,Southampton,No
656,0,3,male,,0,0,7.8958,Third,Southampton,No
657,0,3,female,32.0,1,1,15.5,Third,Queensland,No
658,0,2,male,23.0,0,0,13.0,Second,Southampton,No
659,0,1,male,58.0,0,2,113.275,First,Cherbourg,No
660,1,1,male,50.0,2,0,133.65,First,Southampton,Yes
661,0,3,male,40.0,0,0,7.225,Third,Cherbourg,No
662,0,1,male,47.0,0,0,25.5875,First,Southampton,No
663,0,3,male,36.0,0,0,7.4958,Third,Southampton,No
664,1,3,male,20.0,1,0,7.925,Third,Southampton,Yes
665,0,2,male,32.0,2,0,73.5,Second,Southampton,No
666,0,2,male,25.0,0,0,13.0,Second,Southampton,No
667,0,3,male,,0,0,7.775,Third,Southampton,No
668,0,3,male,43.0,0,0,8.05,Third,Southampton,No
669,1,1,female,,1,0,52.0,First,Southampton,Yes
670,1,2,female,40.0,1,1,39.0,Second,Southampton,Yes
671,0,1,male,31.0,1,0,52.0,First,Southampton,No
672,0,2,male,70.0,0,0,10.5,Second,Southampton,No
673,1,2,male,31.0,0,0,13.0,Second,Southampton,Yes
674,0,2,male,,0,0,0.0,Second,Southampton,No
675,0,3,male,18.0,0,0,7.775,Third,Southampton,No
676,0,3,male,24.5,0,0,8.05,Third,Southampton,No
677,1,3,female,18.0,0,0,9.8417,Third,Southampton,Yes
678,0,3,female,43.0,1,6,46.9,Third,Southampton,No
679,1,1,male,36.0,0,1,512.3292,First,Cherbourg,Yes
680,0,3,female,,0,0,8.1375,Third,Queensland,No
681,1,1,male,27.0,0,0,76.7292,First,Cherbourg,Yes
682,0,3,male,20.0,0,0,9.225,Third,Southampton,No
683,0,3,male,14.0,5,2,46.9,Third,Southampton,No
684,0,2,male,60.0,1,1,39.0,Second,Southampton,No
685,0,2,male,25.0,1,2,41.5792,Second,Cherbourg,No
686,0,3,male,14.0,4,1,39.6875,Third,Southampton,No
687,0,3,male,19.0,0,0,10.1708,Third,Southampton,No
688,0,3,male,18.0,0,0,7.7958,Third,Southampton,No
689,1,1,female,15.0,0,1,211.3375,First,Southampton,Yes
690,1,1,male,31.0,1,0,57.0,First,Southampton,Yes
691,1,3,female,4.0,0,1,13.4167,Third,Cherbourg,Yes
692,1,3,male,,0,0,56.4958,Third,Southampton,Yes
693,0,3,male,25.0,0,0,7.225,Third,Cherbourg,No
694,0,1,male,60.0,0,0,26.55,First,Southampton,No
695,0,2,male,52.0,0,0,13.5,Second,Southampton,No
696,0,3,male,44.0,0,0,8.05,Third,Southampton,No
697,1,3,female,,0,0,7.7333,Third,Queensland,Yes
698,0,1,male,49.0,1,1,110.8833,First,Cherbourg,No
699,0,3,male,42.0,0,0,7.65,Third,Southampton,No
700,1,1,female,18.0,1,0,227.525,First,Cherbourg,Yes
701,1,1,male,35.0,0,0,26.2875,First,Southampton,Yes
702,0,3,female,18.0,0,1,14.4542,Third,Cherbourg,No
703,0,3,male,25.0,0,0,7.7417,Third,Queensland,No
704,0,3,male,26.0,1,0,7.8542,Third,Southampton,No
705,0,2,male,39.0,0,0,26.0,Second,Southampton,No
706,1,2,female,45.0,0,0,13.5,Second,Southampton,Yes
707,1,1,male,42.0,0,0,26.2875,First,Southampton,Yes
708,1,1,female,22.0,0,0,151.55,First,Southampton,Yes
709,1,3,male,,1,1,15.2458,Third,Cherbourg,Yes
710,1,1,female,24.0,0,0,49.5042,First,Cherbourg,Yes
711,0,1,male,,0,0,26.55,First,Southampton,No
712,1,1,male,48.0,1,0,52.0,First,Southampton,Yes
713,0,3,male,29.0,0,0,9.4833,Third,Southampton,No
714,0,2,male,52.0,0,0,13.0,Second,Southampton,No
715,0,3,male,19.0,0,0,7.65,Third,Southampton,No
716,1,1,female,38.0,0,0,227.525,First,Cherbourg,Yes
717,1,2,female,27.0,0,0,10.5,Second,Southampton,Yes
718,0,3,male,,0,0,15.5,Third,Queensland,No
719,0,3,male,33.0,0,0,7.775,Third,Southampton,No
720,1,2,female,6.0,0,1,33.0,Second,Southampton,Yes
721,0,3,male,17.0,1,0,7.0542,Third,Southampton,No
722,0,2,male,34.0,0,0,13.0,Second,Southampton,No
723,0,2,male,50.0,0,0,13.0,Second,Southampton,No
724,1,1,male,27.0,1,0,53.1,First,Southampton,Yes
725,0,3,male,20.0,0,0,8.6625,Third,Southampton,No
726,1,2,female,30.0,3,0,21.0,Second,Southampton,Yes
727,1,3,female,,0,0,7.7375,Third,Queensland,Yes
728,0,2,male,25.0,1,0,26.0,Second,Southampton,No
729,0,3,female,25.0,1,0,7.925,Third,Southampton,No
730,1,1,female,29.0,0,0,211.3375,First,Southampton,Yes
731,0,3,male,11.0,0,0,18.7875,Third,Cherbourg,No
732,0,2,male,,0,0,0.0,Second,Southampton,No
733,0,2,male,23.0,0,0,13.0,Second,Southampton,No
734,0,2,male,23.0,0,0,13.0,Second,Southampton,No
735,0,3,male,28.5,0,0,16.1,Third,Southampton,No
736,0,3,female,48.0,1,3,34.375,Third,Southampton,No
737,1,1,male,35.0,0,0,512.3292,First,Cherbourg,Yes
738,0,3,male,,0,0,7.8958,Third,Southampton,No
739,0,3,male,,0,0,7.8958,Third,Southampton,No
740,1,1,male,,0,0,30.0,First,Southampton,Yes
741,0,1,male,36.0,1,0,78.85,First,Southampton,No
742,1,1,female,21.0,2,2,262.375,First,Cherbourg,Yes
743,0,3,male,24.0,1,0,16.1,Third,Southampton,No
744,1,3,male,31.0,0,0,7.925,Third,Southampton,Yes
745,0,1,male,70.0,1,1,71.0,First,Southampton,No
746,0,3,male,16.0,1,1,20.25,Third,Southampton,No
747,1,2,female,30.0,0,0,13.0,Second,Southampton,Yes
748,0,1,male,19.0,1,0,53.1,First,Southampton,No
749,0,3,male,31.0,0,0,7.75,Third,Queensland,No
750,1,2,female,4.0,1,1,23.0,Second,Southampton,Yes
751,1,3,male,6.0,0,1,12.475,Third,Southampton,Yes
752,0,3,male,33.0,0,0,9.5,Third,Southampton,No
753,0,3,male,23.0,0,0,7.8958,Third,Southampton,No
754,1,2,female,48.0,1,2,65.0,Second,Southampton,Yes
755,1,2,male,0.67,1,1,14.5,Second,Southampton,Yes
756,0,3,male,28.0,0,0,7.7958,Third,Southampton,No
757,0,2,male,18.0,0,0,11.5,Second,Southampton,No
758,0,3,male,34.0,0,0,8.05,Third,Southampton,No
759,1,1,female,33.0,0,0,86.5,First,Southampton,Yes
760,0,3,male,,0,0,14.5,Third,Southampton,No
761,0,3,male,41.0,0,0,7.125,Third,Southampton,No
762,1,3,male,20.0,0,0,7.2292,Third,Cherbourg,Yes
763,1,1,female,36.0,1,2,120.0,First,Southampton,Yes
764,0,3,male,16.0,0,0,7.775,Third,Southampton,No
765,1,1,female,51.0,1,0,77.9583,First,Southampton,Yes
766,0,1,male,,0,0,39.6,First,Cherbourg,No
767,0,3,female,30.5,0,0,7.75,Third,Queensland,No
768,0,3,male,,1,0,24.15,Third,Queensland,No
769,0,3,male,32.0,0,0,8.3625,Third,Southampton,No
770,0,3,male,24.0,0,0,9.5,Third,Southampton,No
771,0,3,male,48.0,0,0,7.8542,Third,Southampton,No
772,0,2,female,57.0,0,0,10.5,Second,Southampton,No
773,0,3,male,,0,0,7.225,Third,Cherbourg,No
774,1,2,female,54.0,1,3,23.0,Second,Southampton,Yes
775,0,3,male,18.0,0,0,7.75,Third,Southampton,No
776,0,3,male,,0,0,7.75,Third,Queensland,No
777,1,3,female,5.0,0,0,12.475,Third,Southampton,Yes
778,0,3,male,,0,0,7.7375,Third,Queensland,No
779,1,1,female,43.0,0,1,211.3375,First,Southampton,Yes
780,1,3,female,13.0,0,0,7.2292,Third,Cherbourg,Yes
781,1,1,female,17.0,1,0,57.0,First,Southampton,Yes
782,0,1,male,29.0,0,0,30.0,First,Southampton,No
783,0,3,male,,1,2,23.45,Third,Southampton,No
784,0,3,male,25.0,0,0,7.05,Third,Southampton,No
785,0,3,male,25.0,0,0,7.25,Third,Southampton,No
786,1,3,female,18.0,0,0,7.4958,Third,Southampton,Yes
787,0,3,male,8.0,4,1,29.125,Third,Queensland,No
788,1,3,male,1.0,1,2,20.575,Third,Southampton,Yes
789,0,1,male,46.0,0,0,79.2,First,Cherbourg,No
790,0,3,male,,0,0,7.75,Third,Queensland,No
791,0,2,male,16.0,0,0,26.0,Second,Southampton,No
792,0,3,female,,8,2,69.55,Third,Southampton,No
793,0,1,male,,0,0,30.6958,First,Cherbourg,No
794,0,3,male,25.0,0,0,7.8958,Third,Southampton,No
795,0,2,male,39.0,0,0,13.0,Second,Southampton,No
796,1,1,female,49.0,0,0,25.9292,First,Southampton,Yes
797,1,3,female,31.0,0,0,8.6833,Third,Southampton,Yes
798,0,3,male,30.0,0,0,7.2292,Third,Cherbourg,No
799,0,3,female,30.0,1,1,24.15,Third,Southampton,No
800,0,2,male,34.0,0,0,13.0,Second,Southampton,No
801,1,2,female,31.0,1,1,26.25,Second,Southampton,Yes
802,1,1,male,11.0,1,2,120.0,First,Southampton,Yes
803,1,3,male,0.42,0,1,8.5167,Third,Cherbourg,Yes
804,1,3,male,27.0,0,0,6.975,Third,Southampton,Yes
805,0,3,male,31.0,0,0,7.775,Third,Southampton,No
806,0,1,male,39.0,0,0,0.0,First,Southampton,No
807,0,3,female,18.0,0,0,7.775,Third,Southampton,No
808,0,2,male,39.0,0,0,13.0,Second,Southampton,No
809,1,1,female,33.0,1,0,53.1,First,Southampton,Yes
810,0,3,male,26.0,0,0,7.8875,Third,Southampton,No
811,0,3,male,39.0,0,0,24.15,Third,Southampton,No
812,0,2,male,35.0,0,0,10.5,Second,Southampton,No
813,0,3,female,6.0,4,2,31.275,Third,Southampton,No
814,0,3,male,30.5,0,0,8.05,Third,Southampton,No
815,0,1,male,,0,0,0.0,First,Southampton,No
816,0,3,female,23.0,0,0,7.925,Third,Southampton,No
817,0,2,male,31.0,1,1,37.0042,Second,Cherbourg,No
818,0,3,male,43.0,0,0,6.45,Third,Southampton,No
819,0,3,male,10.0,3,2,27.9,Third,Southampton,No
820,1,1,female,52.0,1,1,93.5,First,Southampton,Yes
821,1,3,male,27.0,0,0,8.6625,Third,Southampton,Yes
822,0,1,male,38.0,0,0,0.0,First,Southampton,No
823,1,3,female,27.0,0,1,12.475,Third,Southampton,Yes
824,0,3,male,2.0,4,1,39.6875,Third,Southampton,No
825,0,3,male,,0,0,6.95,Third,Queensland,No
826,0,3,male,,0,0,56.4958,Third,Southampton,No
827,1,2,male,1.0,0,2,37.0042,Second,Cherbourg,Yes
828,1,3,male,,0,0,7.75,Third,Queensland,Yes
829,1,1,female,62.0,0,0,80.0,First,,Yes
830,1,3,female,15.0,1,0,14.4542,Third,Cherbourg,Yes
831,1,2,male,0.83,1,1,18.75,Second,Southampton,Yes
832,0,3,male,,0,0,7.2292,Third,Cherbourg,No
833,0,3,male,23.0,0,0,7.8542,Third,Southampton,No
834,0,3,male,18.0,0,0,8.3,Third,Southampton,No
835,1,1,female,39.0,1,1,83.1583,First,Cherbourg,Yes
836,0,3,male,21.0,0,0,8.6625,Third,Southampton,No
837,0,3,male,,0,0,8.05,Third,Southampton,No
838,1,3,male,32.0,0,0,56.4958,Third,Southampton,Yes
839,1,1,male,,0,0,29.7,First,Cherbourg,Yes
840,0,3,male,20.0,0,0,7.925,Third,Southampton,No
841,0,2,male,16.0,0,0,10.5,Second,Southampton,No
842,1,1,female,30.0,0,0,31.0,First,Cherbourg,Yes
843,0,3,male,34.5,0,0,6.4375,Third,Cherbourg,No
844,0,3,male,17.0,0,0,8.6625,Third,Southampton,No
845,0,3,male,42.0,0,0,7.55,Third,Southampton,No
846,0,3,male,,8,2,69.55,Third,Southampton,No
847,0,3,male,35.0,0,0,7.8958,Third,Cherbourg,No
848,0,2,male,28.0,0,1,33.0,Second,Southampton,No
849,1,1,female,,1,0,89.1042,First,Cherbourg,Yes
850,0,3,male,4.0,4,2,31.275,Third,Southampton,No
851,0,3,male,74.0,0,0,7.775,Third,Southampton,No
852,0,3,female,9.0,1,1,15.2458,Third,Cherbourg,No
853,1,1,female,16.0,0,1,39.4,First,Southampton,Yes
854,0,2,female,44.0,1,0,26.0,Second,Southampton,No
855,1,3,female,18.0,0,1,9.35,Third,Southampton,Yes
856,1,1,female,45.0,1,1,164.8667,First,Southampton,Yes
857,1,1,male,51.0,0,0,26.55,First,Southampton,Yes
858,1,3,female,24.0,0,3,19.2583,Third,Cherbourg,Yes
859,0,3,male,,0,0,7.2292,Third,Cherbourg,No
860,0,3,male,41.0,2,0,14.1083,Third,Southampton,No
861,0,2,male,21.0,1,0,11.5,Second,Southampton,No
862,1,1,female,48.0,0,0,25.9292,First,Southampton,Yes
863,0,3,female,,8,2,69.55,Third,Southampton,No
864,0,2,male,24.0,0,0,13.0,Second,Southampton,No
865,1,2,female,42.0,0,0,13.0,Second,Southampton,Yes
866,1,2,female,27.0,1,0,13.8583,Second,Cherbourg,Yes
867,0,1,male,31.0,0,0,50.4958,First,Southampton,No
868,0,3,male,,0,0,9.5,Third,Southampton,No
869,1,3,male,4.0,1,1,11.1333,Third,Southampton,Yes
870,0,3,male,26.0,0,0,7.8958,Third,Southampton,No
871,1,1,female,47.0,1,1,52.5542,First,Southampton,Yes
872,0,1,male,33.0,0,0,5.0,First,Southampton,No
873,0,3,male,47.0,0,0,9.0,Third,Southampton,No
874,1,2,female,28.0,1,0,24.0,Second,Cherbourg,Yes
875,1,3,female,15.0,0,0,7.225,Third,Cherbourg,Yes
876,0,3,male,20.0,0,0,9.8458,Third,Southampton,No
877,0,3,male,19.0,0,0,7.8958,Third,Southampton,No
878,0,3,male,,0,0,7.8958,Third,Southampton,No
879,1,1,female,56.0,0,1,83.1583,First,Cherbourg,Yes
880,1,2,female,25.0,0,1,26.0,Second,Southampton,Yes
881,0,3,male,33.0,0,0,7.8958,Third,Southampton,No
882,0,3,female,22.0,0,0,10.5167,Third,Southampton,No
883,0,2,male,28.0,0,0,10.5,Second,Southampton,No
884,0,3,male,25.0,0,0,7.05,Third,Southampton,No
885,0,3,female,39.0,0,5,29.125,Third,Queensland,No
886,0,2,male,27.0,0,0,13.0,Second,Southampton,No
887,1,1,female,19.0,0,0,30.0,First,Southampton,Yes
888,0,3,female,,1,2,23.45,Third,Southampton,No
889,1,1,male,26.0,0,0,30.0,First,Cherbourg,Yes
890,0,3,male,32.0,0,0,7.75,Third,Queensland,No
